StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
2,NSW,Bennelong,105,3,Meadowbank,Current,Meadowbank TAFE College,See St,,,MEADOWBANK,NSW,2114,650,Cafeteria,,2 Entrances - See Street 1 Entrance - Rhodes Street Polling - Building P. Take lift to Cante en,-33.8148423,151.0924377,1380509,Assisted,1357,153,3,2
2,NSW,Bennelong,105,3,Melrose Park,Current,Melrose Park Public School,110 Wharf Rd,,,MELROSE PARK,NSW,2114,33928,,,Wharf Rd - 1 gate Mary St - pathway,-33.8151,151.073,1331104,Assisted,1453,142,3,2
2,NSW,Bennelong,105,3,Middle Ryde,Appointment,Ryde Secondary College,5 Malvina St,,,RYDE,NSW,2112,33877,,Forrest Rd,Forrest Rd - gate,-33.8133913,151.1200494,1381107,Assisted,394,36,1,0
2,NSW,Bennelong,105,3,Parkes Street,Current,Ryde TAFE School of Horticulture,Parkes St, ,,WEST RYDE,NSW,2114,8869,,,Entrance by foot or car to Banksia Build ing see college map,-33.8085,151.1,1380711,Assisted,1626,136,4,2
2,NSW,Bennelong,105,3,Putney,Current,Putney Public School,193 Morrison Rd, ,,PUTNEY,NSW,2112,102,,,Morrison Rd - 4 entrances Parry St - 1 gate,-33.8249,151.111,1381302,None,3067,239,7,3
2,NSW,Bennelong,105,3,Roselea,Current,Roselea Public School,449 North Rocks Rd, ,,CARLINGFORD,NSW,2118,33926,,,North Rocks Rd - 2 driveways & 2 gates,-33.7654,151.053,1251008,Assisted,2559,291,6,3
2,NSW,Bennelong,105,3,Royal Ryde Homes,Abolition,Royal Rehab Todman Hall,259 Morrison Rd, ,,RYDE,NSW,2112,653,,,,,,0,,0,0,0,0
2,NSW,Bennelong,105,3,Ryde,Current,Ryde Masonic Hall,142 Blaxland Rd,,,RYDE,NSW,2112,654,,,Blaxland Rd - 1 street entrance,-33.8128,151.105,1381204,None,1602,197,4,2
2,NSW,Bennelong,105,3,Ryde Central,Current,Ryde Baptist Church Hall,cnr Lane Cove Rd & Dobson Cres,,,RYDE,NSW,2112,104,Lower level,,Dobson Cres - follow steps up then down Disabled parking in Lane Cove Rd but gat e is normally locked,-33.8060761,151.1117662,1381103,None,939,80,2,1
2,NSW,Bennelong,105,3,Ryde East,Current,Ryde East Public School,12 Twin Rd,,,NORTH RYDE,NSW,2113,105,,,Twin Rd - Driveway & gate Badajoz Rd - Driveway and gate,-33.8063669,151.1268905,1381106,Assisted,3128,190,7,2
2,NSW,Bennelong,105,3,Ryde Heights,Current,Meadowbank Public School,Thistle St, ,,RYDE,NSW,2112,655,,,Thistle Street - main gate Gale St - level entry gate,-33.8178,151.098,1381207,None,1203,155,3,2
2,NSW,Bennelong,105,3,Ryde Hospital,Abolition,Ryde Hospital,Denistone Rd, ,,EASTWOOD,NSW,2122,656,,,,,,0,,0,0,0,0
2,NSW,Bennelong,105,3,Ryde North,Current,North Ryde Public School,Coxs Rd, ,,NORTH RYDE,NSW,2113,106,,,Coxs Rd - gate Lane Cove Rd - gate,-33.7939,151.12,1381112,Assisted,3083,285,7,3
2,NSW,Bennelong,105,3,Ryde South,Current,Evangel Bible Church,17 Douglas St, ,,PUTNEY,NSW,2112,657,,,Main entry rear of chruch,-33.824,151.106,1381206,None,681,41,2,1
2,NSW,Bennelong,105,3,Ryde View,Appointment,Royal Rehab Todman Hall,259 Morrison Rd, ,,RYDE,NSW,2112,653,Todman Hall,,Morrison Rd - driveway/path Princes St - 1 gate,-33.8206739,151.105219,1381201,Assisted,431,83,2,2
2,NSW,Bennelong,105,3,Sydney (Bennelong),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14017,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,151,9,0,0
2,NSW,Bennelong,105,3,Top Ryde,Current,Ryde Public School,Pope St,,,RYDE,NSW,2112,34349,,,Entrance to Polling Place - Main Door       lower school area Grounds Gate - Lower Tucker St         Gate - Argyle Ave car park,-33.8118,151.108,1381110,Assisted,1834,293,4,3
2,NSW,Bennelong,105,3,Truscott,Current,Truscott Street Public School,Truscott St, ,,NORTH RYDE,NSW,2113,107,,Ryrie St,Ryrie St - gate,-33.7947,151.13,1381003,Assisted,1698,97,4,1
2,NSW,Bennelong,105,3,Water Tanks,Current,Ryde Congregational Church,327 Blaxland Rd,,,RYDE,NSW,2112,660,,,Blaxland Rd driveway/path,-33.8039765,151.1033893,1380605,Assisted,1398,65,3,1
2,NSW,Bennelong,105,3,West Ryde,Current,West Ryde Public School,6 Endeavour St, ,,WEST RYDE,NSW,2114,661,,,Endeavour St - 2 gates & 1 driveway,-33.8087,151.085,1380407,None,3239,359,7,4
2,NSW,Bennelong,105,3,Wicks,Abolition,,,,,,,,108,,,,,,0,,0,0,0,0
2,NSW,Berowra,106,4,Annangrove (Berowra),Current,Annangrove Public School,185 Annangrove Rd, ,,ANNANGROVE,NSW,2156,1822,,,Annangrove Rd - 2 gates & 1 driveway,-33.6687322,150.9522275,1260204,None,1227,133,3,2
2,NSW,Berowra,106,4,Arcadia,Current,Arcadia Public School,140 Arcadia Rd, ,,ARCADIA,NSW,2159,1823,,,Arcadia Rd - 1 driveway & 1 gate Blacks Rd - 1 gate,-33.6231223,151.0520461,1250109,None,894,135,2,2
2,NSW,Berowra,106,4,Asquith (Berowra),Current,Asquith Public School,Dudley St, ,,ASQUITH,NSW,2077,43686,,,Dudley St - 2 entries Hazlemead Rd - 1 gate,-33.6855,151.112,1251613,Assisted,786,0,2,0
2,NSW,Berowra,106,4,Beecroft,Current,Beecroft Public School,90-98 Beecroft Rd, ,,BEECROFT,NSW,2119,632,,,Mary St - 1 pedestrian gate Copeland Rd - gate,-33.7523233,151.0651663,1251005,Assisted,3378,319,7,3
2,NSW,Berowra,106,4,Berowra,Current,Berowra Public School,Hillcrest Rd, ,,BEROWRA,NSW,2081,117,,,Berowra Waters Rd - 1 gate Hillcrest Rd - 2 gate & 1 driveway,-33.6181,151.147,1250211,Assisted,3361,239,7,3
2,NSW,Berowra,106,4,Berowra Heights,Current,Wideview Public School,Wideview Rd, ,,BEROWRA HEIGHTS,NSW,2082,118,,,Wideview Rd. 2 pedestrian gates and 1 vehicle access to carpark,-33.6094008,151.1427318,1250203,None,1888,88,4,1
2,NSW,Berowra,106,4,Berowra Waters,Current,Fish Cafe,199 Bay Rd, ,,BEROWRA WATERS,NSW,2082,1828,,,Entrance to polling place: via Fish Cafe,-33.5995109,151.1204538,1250114,None,93,24,1,0
2,NSW,Berowra,106,4,Brooklyn,Current,Brooklyn Public School,106 Brooklyn Rd, ,,BROOKLYN,NSW,2083,120,,,Brooklyn Rd - 1 driveway & 1 gate Cowan St - 1 driveway Ross St - 1 gate,-33.54813,151.21538,1250208,None,431,120,1,2
2,NSW,Berowra,106,4,Cheltenham,Current,Cheltenham Girls High School,The Promenade,,,CHELTENHAM,NSW,2119,637,,,The Promenade (Pedestrian & Parking),-33.7578,151.074,1251303,Assisted,1473,93,3,1
2,NSW,Berowra,106,4,Cherrybrook,Current,Cherrybrook Public School,131 New Line Rd,,,CHERRYBROOK,NSW,2126,11928,,,New Line Rd - gate and driveway All Saints Cl - laneway,-33.7314,151.042,1250901,None,3060,192,7,2
2,NSW,Berowra,106,4,Cherrybrook Central,Current,Cherrybrook Girl Guides Hall,cnr Shepherds Dr & Macquarie Dr,,,CHERRYBROOK,NSW,2126,34004,,,open walk way from Shepherds Dr or Macqu arie Dr,-33.7205638,151.0459716,1250811,Assisted,1055,86,3,1
2,NSW,Berowra,106,4,Cherrybrook North,Appointment,Cherrybrook Technology High School,28-44 Purchase Rd,,,CHERRYBROOK,NSW,2126,1852,,,Purchase Road - Pedestrian Access,-33.7190356,151.0376017,1251707,Assisted,4246,235,9,3
2,NSW,Berowra,106,4,Cherrybrook South,Current,West Pennant Hills Scout Hall,Wilga St,,,WEST PENNANT HILLS,NSW,2125,11929,,,,-33.7380934,151.0509109,1250908,None,1261,73,3,1
2,NSW,Berowra,106,4,Cowan,Current,Cowan Public School,Chandler Ave, ,,COWAN,NSW,2081,121,,,Park St 1 gate Chandler Ave 2 gates,-33.5885,151.169,1250205,Assisted,457,29,1,0
2,NSW,Berowra,106,4,Dangar Island,Current,Dangar Island Community Centre Hall,15 Neotsfield Ave,,,DANGAR ISLAND,NSW,2083,122,,,access to hall via pathway.,-33.5371646,151.2411149,1250202,Assisted,131,26,1,0
2,NSW,Berowra,106,4,Dural,Current,Dural Public School,622 Old Northern Rd, ,,DURAL,NSW,2158,11930,,,Old Northern Rd - 2 gates & 1 driveway,-33.6857,151.026,1261708,Assisted,2346,207,5,2
2,NSW,Berowra,106,4,Eurambie Park (Berowra),Current,Eurambie Park Child Care Centre,41 Coonara Ave, ,,WEST PENNANT HILLS,NSW,2125,11971,,,1 entrance Coonara Ave   (front door entrance off car park),-33.7447,151.03,1261611,None,1515,110,4,1
2,NSW,Berowra,106,4,Galston,Current,Galston Public School,School Rd, ,,GALSTON,NSW,2159,1836,,,School Rd - 1 gate & 1 driveway,-33.648,151.045,1250108,Assisted,1918,138,4,2
2,NSW,Berowra,106,4,Glenhaven,Appointment,Glenhaven Public School,Glenhaven Rd, ,,GLENHAVEN,NSW,2156,1838,,,Glenhaven Rd  - 2 gates,-33.701,151.004,1261406,Assisted,2885,421,6,4
2,NSW,Berowra,106,4,Glenhaven (Berowra),Abolition,Glenhaven Public School,Glenhaven Rd, ,,GLENHAVEN,NSW,2156,1838,,,,,,0,,0,0,0,0
2,NSW,Berowra,106,4,Glenorie,Current,Glenorie Public School,1731 Old Northern Rd, ,,GLENORIE,NSW,2157,1839,,,Old Northern Rd - 3 pedestrian gates Tecoma Dr - 1 pedestrian gate & 1 d/way,-33.5987,151.008,1250111,None,1511,96,4,1
2,NSW,Berowra,106,4,Hillside Central,Current,Hillside Public School,122 Cattai Ridge Rd, ,,GLENORIE,NSW,2157,1831,,,Cattai Ridge Rd Gate,-33.6054902,150.9788283,1260201,None,415,31,1,0
2,NSW,Berowra,106,4,Hornsby (Berowra),Current,Hornsby TAFE College,205 Pacific Hwy, ,,HORNSBY,NSW,2077,123,Canteen,,Pacific Hwy - 2 paths,-33.7,151.097,1250607,Assisted,1106,144,3,2
2,NSW,Berowra,106,4,Hornsby Central (Berowra),Current,Hornsby Girls High School,Edgeworth David Ave, ,,HORNSBY,NSW,2077,43688,,,Edgeworth David Ave - 1 gate & 1 d/way Thomas St - 1 driveway,-33.7064,151.102,1251517,None,509,0,2,0
2,NSW,Berowra,106,4,Hornsby Heights,Current,Hornsby Heights Public School,8 Somerville Rd, ,,HORNSBY HEIGHTS,NSW,2077,124,,,Somerville Rd - 2 gates & 1 driveway Pike Rd - 1 driveway,-33.670187,151.0966482,1250402,Assisted,2541,149,6,2
2,NSW,Berowra,106,4,Hornsby North,Current,Hornsby North Public School,Ida St, ,,HORNSBY,NSW,2077,126,,,Ida St. - 1 gate & 1 driveway Cawthorne St. - 1 gate,-33.6833,151.098,1250604,None,2028,137,5,2
2,NSW,Berowra,106,4,Hornsby South,Current,Hornsby South Public School,Clarke Rd, ,,HORNSBY,NSW,2077,134,,,Clarke Rd - 1 drive & 1 gate Ronald St - 1 driveway,-33.7127637,151.0955118,1251411,Assisted,1379,196,3,2
2,NSW,Berowra,106,4,Hornsby West,Current,Hornsby War Memorial Hall,2 High St,,,HORNSBY,NSW,2077,128,,,Street frontage double doors (stairs),-33.70446,151.097122,1250609,Assisted,811,359,2,4
2,NSW,Berowra,106,4,John Purchase,Abolition,Cherrybrook Technology High School,28-44 Purchase Rd,,,CHERRYBROOK,NSW,2126,1852,,,,,,0,,0,0,0,0
2,NSW,Berowra,106,4,Kenthurst,Current,Kenthurst Public School,111 Kenthurst Rd, ,,KENTHURST,NSW,2156,1842,,Dural St,Dural St - 2 gates (no stairs),-33.6654,151.004,1261704,Assisted,2599,238,6,3
2,NSW,Berowra,106,4,Maroota,Current,Maroota Public School,Old Northern Rd, ,,MAROOTA,NSW,2756,1788,,,Gate and driveway Old Northern Road,-33.45935,150.99446,1260108,None,365,61,1,1
2,NSW,Berowra,106,4,Maroota South,Current,South Maroota Hall,Wisemans Ferry Rd, ,,SOUTH MAROOTA,NSW,2756,1789,,,Entrance from carpark off Wisemans Ferry  Rd (nearest cross st Paul's Rd),-33.5234,150.944,1260109,Assisted,427,35,1,0
2,NSW,Berowra,106,4,Middle Dural,Current,Middle Dural Public School,1251 Old Northern Road, ,,MIDDLE DURAL,NSW,2158,1846,,,Cnr Mid Dural Rd & Old Northern - 1 gate Mid Dural Rd - 1 gate & 1 driveway,-33.6444,151.023,1250502,Assisted,1197,129,3,2
2,NSW,Berowra,106,4,Mount Colah,Current,Mount Colah Public School,Telopea St, ,,MOUNT COLAH,NSW,2079,131,,,Telopea Rd - 1 gate & 1 driveway Pierre Cl - 1 gate & 1 driveway,-33.6726,151.117,1251602,Assisted,2928,186,6,2
2,NSW,Berowra,106,4,Mount Kuring-Gai,Current,Mount Kuring-Gai Public School,Leeming St, ,,MOUNT KURING-GAI,NSW,2080,132,,,Leeming St - 1 gate & 1 driveway King St - 1 driveway,-33.6575,151.136,1251609,None,1256,80,3,1
2,NSW,Berowra,106,4,Murray Farm,Current,Murray Farm Public School,Tracey Ave, ,,CARLINGFORD,NSW,2118,1850,,,Tracey Ave - 2 gates & 1 driveway Dryden Ave - 1 pathway,-33.7658,151.039,1261006,Assisted,3006,292,7,3
2,NSW,Berowra,106,4,Normanhurst (Berowra),Current,Normanhurst Public School,Normanhurst Rd, ,,NORMANHURST,NSW,2076,56575,,,Normanhurst Rd - Pedestrian gate and driveway,-33.7237,151.098,1251410,None,307,0,1,0
2,NSW,Berowra,106,4,Normanhurst West,Current,Normanhurst West Public School,Dartford Rd, ,,THORNLEIGH,NSW,2120,135,,,Dartford Rd - 2 gates and 1 driveway Milson Pde - 1 gate,-33.72177,151.08808,1250707,Assisted,2232,261,5,3
2,NSW,Berowra,106,4,Oakhill Drive (Berowra),Current,Oakhill Drive Public School,1-5 Oakhill Drive,,,CASTLE HILL,NSW,2154,33781,,,Oakhill Drive main gate and pedestrian gate,-33.721514,151.0232634,1251713,Assisted,2018,0,5,0
2,NSW,Berowra,106,4,Pennant Hills,Current,Pennant Hills High School,Laurence St,,,PENNANT HILLS,NSW,2120,136,,,Laurence St - 2 driveways & 1 gate Boundary Rd - 2 gates Bellamy Rd - 1 gate (double gate),-33.7328992,151.0614421,1250804,Assisted,3410,225,7,3
2,NSW,Berowra,106,4,Samuel Gilbert (Berowra),Current,Samuel Gilbert Public School,cnr Ridgecrop Dr & Gilbert Rd, ,,CASTLE HILL,NSW,2154,56586,,,Ridgecrop Dr pedestrian gate,-33.7142,150.993,1261407,None,618,0,2,0
2,NSW,Berowra,106,4,Sydney (Berowra),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,14020,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,104,6,0,0
2,NSW,Berowra,106,4,Thompsons Corner,Current,West Pennant Hills Public School,Church St, ,,WEST PENNANT HILLS,NSW,2125,1855,,,"Church St - 2 gates Castle Hill Rd, via Coles carpark - gate",-33.7459033,151.0501363,1251001,Assisted,3219,277,7,3
2,NSW,Berowra,106,4,Thornleigh (Berowra),Current,Chinese & Aust Baptist Church,235 Pennant Hills Rd, ,,THORNLEIGH,NSW,2120,56576,,Loch Maree Ave,Enter Loch Maree Ave,-33.7282,151.085,1251405,Assisted,455,0,1,0
2,NSW,Berowra,106,4,West Pennant Hills (Berowra),Current,West Pennant Hills Valley Community Centre,42A Hill Rd,,,WEST PENNANT HILLS,NSW,2125,33118,,,Hill Rd - Driveway,-33.7477183,151.0270559,1261602,Assisted,1926,153,4,2
2,NSW,Berowra,106,4,Westleigh,Current,Thornleigh West Public School,Giblett Ave, ,,THORNLEIGH,NSW,2120,148,,,Giblett Ave - 1 gate & 1 driveway,-33.7242,151.072,1251402,Assisted,3421,222,7,3
2,NSW,Berowra,106,4,Wisemans Ferry,Current,Wisemans Ferry Public School,Old Northern Rd,,,WISEMANS FERRY,NSW,2775,33800,,,Old Northern Road - Gate and driveway,-33.3954535,150.9849427,1260101,Assisted,152,262,1,3
2,NSW,Blaxland,107,5,Auburn East (Blaxland),Current,St Joseph the Worker Hall,cnr Wellington Rd and Renshaw Ave, ,,AUBURN,NSW,2144,2366,Renshaw Ave,,Entrance: Renshaw Ave,-33.8652,151.025,1340603,Assisted,743,86,2,1
2,NSW,Blaxland,107,5,Auburn West (Blaxland),Current,Auburn West Public School,cnr Chiswick & Chisholm Rds,,,AUBURN,NSW,2144,56664,,,Entrance :Chiswick Rd,-33.8603,151.02,1340610,Assisted,753,16,2,0
2,NSW,Blaxland,107,5,Bankstown (Blaxland),Current,Bankstown Public School,cnr Restwell St & McDonald Lane, ,,BANKSTOWN,NSW,2200,31455,,,Entrance:Restwell St-Pedestrian entrance,-33.9209,151.034,1342004,Assisted,1983,317,5,3
2,NSW,Blaxland,107,5,Bankstown Central (Blaxland),Current,Bankstown Senior Citizens Centre,7 West Tce,,,BANKSTOWN,NSW,2200,155,,,Entrance:West Terrace,-33.91927,151.03662,1342014,Assisted,1503,288,5,3
2,NSW,Blaxland,107,5,Bankstown East,Current,St Paul's Church,459 Chapel Rd, ,,BANKSTOWN,NSW,2200,154,,,Entrance:Chapel Rd,-33.9133,151.035,1341609,Assisted,1742,315,5,3
2,NSW,Blaxland,107,5,Bankstown North,Current,Bankstown North Public School,cnr 322 Hume Hwy & Beresford Ave,,,BANKSTOWN,NSW,2200,157,,Beresford Ave,Entrance: Beresford St-gate nearest the hall,-33.9054791,151.0386724,1341207,Assisted,1828,299,5,3
2,NSW,Blaxland,107,5,Bankstown South (Blaxland),Current,Bankstown South Infants School,18 Stacey St Sth, ,,BANKSTOWN,NSW,2200,56630,,,Entrance:Stacey Street-driveway entrance,-33.9309294,151.0385816,1341510,Assisted,344,7,1,0
2,NSW,Blaxland,107,5,Bankstown West,Current,Bankstown West Public School,141 William St, ,,BANKSTOWN,NSW,2200,177,,,Entrances: William St            Dutton St,-33.9164,151.02,1341615,None,2220,226,6,3
2,NSW,Blaxland,107,5,Bass Hill,Current,Bass Hill Public School,Horton St,,,BASS HILL,NSW,2197,159,,Clarke St,Entrance:Clarke St - driveway gate,-33.9047,151.006,1341702,Assisted,2613,305,7,3
2,NSW,Blaxland,107,5,Bass Hill West,Current,Bass High School,cnr Hume Hwy & Arundle Rd, ,,BASS HILL,NSW,2197,162,,Arundle Rd,Entrance:Arundle Rd,-33.8996,150.99,1341005,Assisted,3357,312,8,3
2,NSW,Blaxland,107,5,Berala (Blaxland),Current,Berala Public School,cnr Harrow Rd & Clarke St,,,BERALA,NSW,2141,2370,School Hall,Harrow Rd,Entrance: Harrow Rd,-33.8705,151.028,1340605,Assisted,2492,296,6,3
2,NSW,Blaxland,107,5,Berala South,Current,"Jubilee Hall, St Peter Chanel Catholic Church",62 Kingsland Rd, ,,BERALA,NSW,2141,2383,,,Entrance:Kingsland Rd,-33.8783,151.029,1340706,None,2482,267,6,3
2,NSW,Blaxland,107,5,Birrong,Current,Birrong Public School,132 Auburn Rd, ,,BIRRONG,NSW,2143,2371,,,Entrance:Auburn Rd,-33.8958,151.02,1341213,Assisted,3354,309,8,3
2,NSW,Blaxland,107,5,Blaxcell (Blaxland),Current,Blaxcell Street Public School,cnr Blaxcell St & Guildford Rd,,,SOUTH GRANVILLE,NSW,2142,2373,,Guildford Rd,Entrance: Guildford Rd,-33.8579,151.007,1331607,Assisted,3097,334,8,4
2,NSW,Blaxland,107,5,Chester Hill,Current,Chester Hill Community Hall,cnr Wellington Rd & Chester Hill Rd, ,,CHESTER HILL,NSW,2162,2375,,Wellington Rd,Entrance: Wellington Rd - path,-33.8847939,151.0008561,1340909,Assisted,3273,257,8,3
2,NSW,Blaxland,107,5,Chester Hill Central,Current,St John Mark's Anglican Church,125 Proctor Pde, ,,CHESTER HILL,NSW,2162,160,,,Entrance:Proctor Pde,-33.8873,151.001,1340910,Assisted,1483,211,3,2
2,NSW,Blaxland,107,5,Chester Hill North,Current,Chester Hill High School,Miller Rd, ,,CHESTER HILL,NSW,2162,2376,,,Entrance:Miller Rd,-33.8737,150.996,1340802,Assisted,2277,296,6,3
2,NSW,Blaxland,107,5,Condell Park,Current,Condell Park Public School,Augusta St,,,CONDELL PARK,NSW,2200,167,,,Entrances:Augusta St           Birdsall Ave,-33.9255,151.013,1342110,Assisted,3673,382,8,4
2,NSW,Blaxland,107,5,Condell Park North,Current,St Clement's Anglican Church,195 Edgar St,,,CONDELL PARK,NSW,2200,33117,,,Entrance:Edgar St,-33.9228609,151.0129563,1341902,Full,785,146,2,2
2,NSW,Blaxland,107,5,Condell Park South,Current,Bankstown Senior College,Eldridge Rd, ,,BANKSTOWN,NSW,2200,168,,Antwerp St,Entrance:Antwerp St,-33.931105,151.0216557,1342008,Assisted,2428,298,6,3
2,NSW,Blaxland,107,5,Condell Park West,Current,Condell Park High School,Third Ave,,,CONDELL PARK,NSW,2200,47792,,,Entrance:Third Ave,-33.923606,151.002972,1341909,None,1017,127,3,2
2,NSW,Blaxland,107,5,Fairfield East (Blaxland),Current,Fairfield City Leisure Centre,Vine St,,,FAIRFIELD,NSW,2165,43752,,,Main entrance to Leisure Centre,-33.8751,150.961,1320802,Assisted,381,21,1,0
2,NSW,Blaxland,107,5,Fowler Road (Blaxland),Current,Merrylands Public School,Fowler Rd,,,MERRYLANDS,NSW,2160,56666,,,Pedestrian gate on Fowler Rd and one on Holdsworth St,-33.8409,150.976,1331903,None,408,9,1,0
2,NSW,Blaxland,107,5,Georges Hall,Current,Georges Hall Public School,Pennington Ave, ,,GEORGES HALL,NSW,2198,169,,,Entrance:Pennington Ave - 2 small gates and car park entrance,-33.9120805,150.9925655,1341706,None,2931,304,7,3
2,NSW,Blaxland,107,5,Granville East (Blaxland),Current,Granville East Public School,210 The Trongate,,,SOUTH GRANVILLE,NSW,2142,46624,,Blaxcell St,Entrance: Blaxcell St - Pedestrian Gate,-33.8481385,151.0106418,1331509,Assisted,1072,228,4,3
2,NSW,Blaxland,107,5,Granville South (Blaxland),Current,Granville South Public School,cnr Woodville Rd,& Oxford St, ,GUILDFORD,NSW,2161,2380,,,Entrances:Oxford St - driveway gate           Highland St - pedestrian gate,-33.8488183,150.9961068,1331602,None,1332,225,3,3
2,NSW,Blaxland,107,5,Guildford,Current,Guildford Public School,Apia St, ,,GUILDFORD,NSW,2161,2381,,,Entrance: Apia St,-33.8553985,150.9813992,1332001,Full,2220,219,6,2
2,NSW,Blaxland,107,5,Guildford East,Current,St Mary's Anglican Church Hall,2 Bolton St, ,,GUILDFORD,NSW,2161,2382,,,Entrance: Bolton St,-33.8546727,150.9884935,1331613,None,2469,415,6,4
2,NSW,Blaxland,107,5,Guildford South,Current,Granville South Creative and Performing Arts High School,Rowley St, ,,GUILDFORD,NSW,2161,2390,,,Entrance: Rowley St,-33.8608949,150.9962856,1331502,None,1353,171,4,2
2,NSW,Blaxland,107,5,Guildford West,Current,Guildford West Public School,23-51 Palmer St, ,,GUILDFORD WEST,NSW,2161,2345,School Hall,Princes St,Entrance: Princes St,-33.8471,150.967,1332106,Assisted,3194,345,8,4
2,NSW,Blaxland,107,5,Merrylands (Blaxland),Current,"St Thomas Hall, Merrylands",Farnell St, ,,MERRYLANDS,NSW,2160,56671,,,Gate on Farnell St (main entrance) ate on Bradman St (exit),-33.8433,150.999,1331706,None,476,10,1,0
2,NSW,Blaxland,107,5,Old Guildford,Abolition,,,,,,,,2349,,,,,,0,,0,0,0,0
2,NSW,Blaxland,107,5,Regents Park,Current,Regents Park Public School,cnr Auburn Rd & Bagdad St,,,REGENTS PARK,NSW,2143,2391,School Hall,Bagdad St,Entrance: Bagdad St - 2 entrances,-33.885711,151.023368,1341209,Assisted,1439,199,3,2
2,NSW,Blaxland,107,5,Sefton,Current,Immaculate Heart of Mary School,30 Proctor Pde, ,,SEFTON,NSW,2162,2393,,,Entrances: Proctor Pde            Kara St,-33.8872,151.009,1340908,Assisted,2354,170,5,2
2,NSW,Blaxland,107,5,Sydney (Blaxland),Current,Sydney Town Hall,George St, ,,SYDNEY,NSW,2000,32339,,Sydney Town Hall Square,via Town Hall Square,-33.8735,151.207,1400114,Assisted,95,11,0,0
2,NSW,Blaxland,107,5,Villawood,Current,Carramar Public School,cnr The Horsley Dr & Denison St, ,,VILLAWOOD,NSW,2163,2358,,Denison St,Entrance:Denison St - Pedestrian gate,-33.8854807,150.9698132,1321002,None,1988,238,5,3
2,NSW,Blaxland,107,5,Villawood East,Current,Villawood East Public School,Lowana St, ,,VILLAWOOD,NSW,2163,2396,,,Entrance:Lowana Street- Pedestrian Gate and carpark entrance,-33.8895,150.986,1341001,Assisted,1623,156,5,2
2,NSW,Blaxland,107,5,Villawood North,Current,Villawood North Public School,Bligh St, ,,VILLAWOOD,NSW,2163,2359,,,Entrances:Bligh Street 2 gates           Tangerine Street 1 gate,-33.8766,150.972,1320906,Assisted,1845,319,5,3
